Name	SMILES	Formula	ƒÂD	ƒÂP	ƒÂH	ƒÂHDon	ƒÂHAcc	MWt	Density	MVol
MONOTHIOGLYCEROL	OCC(O)CS	C3H8O2S	18.56	11.08	22	19.9	16.7	108.2	1.23	87.9
ISOMALT	OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C12H24O11	17.04	10.63	19.95	41.7	15.8	344.3	1.172	293.9
TAGATOSE	OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O	C6H12O6	18.23	12.62	20.42	14.7	20.2	180.2	1.215	148.3
Sorbose_(packaging)	OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O	C6H12O6	18.23	12.62	20.42	14.7	20.2	180.2	1.215	148.3
Corn_Sugar_(Dextrose)	OCC1OC(O)C(O)C(O)C1O	C6H12O6	16.83	11.13	22.75	19.9	20.2	180.2	1.06	169.9
MALTOSE_ANHYDROUS	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O	C12H22O11	16.68	10.41	18.11	27.2	19.4	342.3	1.132	302.3
TREHALOSE	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	C12H22O11	16.68	10.41	18.11	27.2	19.4	342.3	1.132	302.3
ALFADEX	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O	C36H60O30	15.82	3.8	0.1	230.1	10.4	972.8	1.458	667.3
BETADEX	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O	C42H70O35	15.37	0.9	0.1	401.7	7.5	1135	1.496	758.6
GAMMA_CYCLODEXTRIN	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O	C48H80O40	14.92	0.1	0.1	647.2	4.5	1297.1	1.526	849.8
"1,2,6-HEXANETRIOL"	OCCCCC(O)CO	C6H14O3	17.32	9.25	20.64	15.3	15.2	134.2	1.073	125
TROLAMINE	OCCN(CCO)CCO	C6H15NO3	17.18	10.23	20.7	14.4	16.6	149.2	1.138	131
DIETHANOLAMINE	OCCNCCO	C4H11NO2	17.62	10.56	20.89	15.2	15.3	105.1	1.073	98
POLYETHYLENE_OXIDE_900000	OCCO	C2H6O2	17.79	13.45	27.35	20.5	19.1	62.1	1.105	56.2
PHENOXYETHANOL	OCCOc1ccccc1	C8H10O2	18.69	7.34	12.14	7.5	9.4	138.2	1.101	125.5
PHENYLETHYL_ALCOHOL	OCCc1ccccc1	C8H10O	18.53	5.56	11.4	7.7	8	122.2	1.016	120.2
"DEXTROSE,_UNSPECIFIED_FORM"	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	C6H12O6	16.83	11.13	22.75	19.9	20.2	180.2	1.06	169.9
Corn_dextrins_(packaging)	OC[C@H]1OC(O[C@@H]2[C@@H](CO)OC(O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C18H32O16	16.65	9.44	8.56	55	17.5	504.4	1.257	401.2
ROSIN	CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C	C20H30O2	17.8	2.76	5.25	3.9	3.5	302.4	1.03	293.7
STARCH	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	16.68	10.41	18.11	27.2	19.4	342.3	1.132	302.3
SUCRALOSE	OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl	C12H19Cl3O8	17.14	9.57	9.57	19.8	8.5	397.6	1.297	306.6
Sucrose	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	16.81	10.02	17.98	16.3	20	342.3	1.128	303.3
DICHLOROBENZYL_ALCOHOL	OCc1ccc(Cl)cc1Cl	C7H6Cl2O	19.89	7.31	11.24	8.8	6.9	177	1.381	128.2
BENZYL_ALCOHOL	OCc1ccccc1	C7H8O	18.98	6	12.5	8.4	8.6	108.1	1.043	103.6
Hydrogen_peroxide	Error									
Aluminum_hydroxide	O[Al](O)O	H2AlO2	23.79	7.31	55.09	38.9	41.6	34	1.214	28
BETANAPHTHOL	Oc1ccc2ccccc2c1	C10H8O	20.4	5.37	10.19	6.3	7	144.2	1.141	126.4
PHENOL	Oc1ccccc1	C6H6O	18.83	5.63	11.33	8.3	7.2	94.1	1.028	91.5
ALUMINUM_SILICATE	Error									
Aluminum_calcium_silicate	Error									
MAGNESIUM_ALUMINUM_SILICATE	Error									
Calcium_hydroxide	Error									
CALCIUM	Error									
Ferric_chloride_(packaging)	Error									
Magnesium_chloride	Error									
Manganese_chloride	Error									
Stannous_Chloride	Error									
Zinc_chloride	Error									
Hydrochloric_acid	Error									
Potassium_chloride	Error									
Ammonium_chloride	Error									
Sodium_chloride	Error									
Cuprous_iodide	Error									
Copper_(cupric)_gluconate	[Cu]	CH4	17.37	0.1	18.11	0.1	2.5	16	0.44	36.4
STANNOUS_FLUORIDE	Error									
Reduced_iron_(packaging)	Error									
Helium_gas	Error									
Potassium_iodide	Error									
SODIUM_IODIDE	Error									
POTASSIUM	Error									
Potassium_hydroxide	Error									
Magnesium_silicate	Error									
Magnesium_hydroxide	Error									
Ammonium_hydroxide	Error									
Sodium_silicate	Error									
SODIUM_HYPOCHLORITE	Error									
Sodium_hydroxide	Error									
Nickel_(elemental)	[Ni]	H3N	13.78	16.74	18.82	12.7	14.1	17	0.681	25
SILICONE	[Si]	H4Si	16.17	6.14	14.36	0.1	0.1	32.1	0.528	60.8
ZINC	[Zn]	N	NaN	NaN	NaN	NaN	NaN	0	NaN	0
