Name	SMILES	Formula	ƒÂD	ƒÂP	ƒÂH	ƒÂHDon	ƒÂHAcc	MWt	Density	MVol
DB01053	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O	C16H18N2O4S	18.94	9.3	10.12	6.7	7	334.4	1.323	252.8
DB01054	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	C18H20N2O6	18.16	5.41	6.72	1.4	6.6	360.4	1.208	298.2
DB01055	N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O	C8H10N2O4	19.22	12.27	17.17	9.7	12.2	198.2	1.391	142.5
DB01056	CC(N)C(=O)NC1=C(C)C=CC=C1C	C11H16N2O	19.12	9.6	8.38	6.1	6.2	192.3	1.086	177
DB01057	Error									
DB01058	O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1	C19H24N2O2	19.87	7.55	4	3.3	4.5	312.4	1.148	272.1
DB01059	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1	C16H18FN3O3	20.14	16.1	12.25	9.3	8.1	319.3	1.425	224.2
DB01060	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O	C16H19N3O5S	19.5	10.53	13.91	5.8	8.4	365.4	1.39	262.9
DB01061	[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1	C20H23N5O6S	19.91	13.76	12.44	3.3	8.2	461.5	1.454	317.5
DB01062	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	C22H31NO3	17.34	4.19	6.69	4.3	4.8	357.5	1.064	335.9
DB01063	CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1	C23H29N3O2S	20.5	8.51	7.28	5.1	7.7	411.6	1.233	333.8
DB01064	CC(C)NCC(O)C1=CC(O)=C(O)C=C1	C11H17NO3	18.71	6.84	13.31	9.4	10.6	211.3	1.141	185.2
DB01065	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	C13H16N2O2	19.63	12.1	9.48	1.2	6.3	232.3	1.218	190.7
DB01066	[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O	C19H18N6O5S3	20.18	11.62	14.86	2.5	9.1	506.6	1.518	333.7
DB01067	CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	C21H27N5O4S	20.45	18.68	9.13	9.6	7.5	445.5	1.328	335.5
DB01068	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1	C15H10ClN3O3	21.14	14.33	4.74	5.7	3.3	315.7	1.446	218.3
DB01069	CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C	C17H20N2S	19.52	6.64	5.33	0.3	5.2	284.4	1.147	248
DB01070	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C	C28H46O	17.42	1.61	3.7	2.9	3.3	398.6	0.936	426
DB01071	C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12	C20H22N2S	20.61	6.61	5.81	0.3	5.2	322.5	1.195	269.8
DB01072	COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	C38H52N6O7	19.4	11.27	0.1	12.7	8.8	704.9	1.191	592
DB01073	NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	C10H12FN5O4	18.73	14.34	16.44	9.8	14.8	285.2	1.45	196.8
DB01074	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1	C19H35N	17.32	1.6	2.62	1.7	2.2	277.5	0.951	291.8
DB01075	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	C17H21NO	17.77	2.49	3.78	0.1	4.2	255.3	1.017	251
DB01076	CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1	C33H36FN2O5	19.49	7.62	6.14	2.5	6.5	559.6	1.132	494.5
DB01077	CC(O)(P(O)(O)=O)P(O)(O)=O	C2H8O7P2	26.19	25.1	56.81	39.4	40.4	206	1.981	104
DB01078	Error									
DB01080	NC(CCC(O)=O)C=C	C6H11NO2	16.74	6.54	14.06	9.6	8.7	129.2	1.033	125.1
DB01081	CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	C30H32N2O2	18.73	3.11	3.65	0.1	3.6	452.6	1.101	410.9
DB01082	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O	C21H39N7O12	17.76	8.62	9.87	38.1	36.1	581.6	1.242	468.4
DB01083	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	C29H53NO5	20.6	7.49	4.71	4.5	3.2	495.7	0.982	504.7
DB01084	CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1	C17H26N4O	19.06	8.74	5.77	1.2	5.2	302.4	1.073	281.7
DB01085	CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	C11H16N2O2	17.48	7.91	4.83	2.2	4.9	208.3	1.072	194.2
DB01086	CCOC(=O)C1=CC=C(N)C=C1	C9H11NO2	18.68	8.39	8.76	6.7	6.1	165.2	1.114	148.2
DB01087	COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1	C15H21N3O	19.19	5.72	8	4.4	5.9	259.3	1.099	236.1
DB01088	[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O	C22H32O4	17.39	6.02	10.06	8.7	7.1	360.5	1.061	339.8
DB01089	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2	C32H38N2O8	19.83	6.35	6.52	2.4	1	578.6	1.257	460.4
DB01090	Error									
DB01091	CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12	C23H27N	18.61	2.39	2.97	0.1	3.2	317.5	1.009	314.7
DB01092	[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	C29H44O12	18.63	6.57	8.56	8.9	12.7	584.6	1.073	545
DB01093	CS(C)=O	C2H6OS	18.44	14.62	8.07	0.8	7.1	78.1	0.961	81.3
DB01094	COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1	C16H14O6	20.45	9.09	11.87	9.7	5.8	302.3	1.261	239.7
DB01095	CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1	C24H26FNO4	18.83	6.11	8.98	7.1	7.3	411.5	1.193	344.8
DB01096	CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O	C14H21N3O3	18.49	9.24	8.22	9.5	5.3	279.3	1.225	227.9
DB01097	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F	C12H9F3N2O2	18.22	11.28	6.35	2.3	5.7	270.2	1.366	197.8
DB01098	CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O	C22H28FN3O6S	18.7	11.83	10.04	6.8	8.9	481.5	1.287	374.3
DB01099	NC1=C(F)C=NC(=O)N1	C4H4FN3O	19.23	12.23	9.17	6.6	5.2	129.1	1.307	98.8
DB01100	FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1	C28H29F2N3O	19.3	5.08	5.61	3.4	3.6	461.5	1.224	377
DB01101	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O	C15H22FN3O6	17.36	10.45	8.53	7.6	4.4	359.4	1.24	289.9
DB01102	O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1	C18H23NO4	19.71	6.42	27.34	9.5	8.2	317.4	1.201	264.4
DB01103	CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2	C23H30ClN3O	18.98	4.08	5.49	1.7	4.5	399.9	1.118	357.7
DB01104	CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12	C17H17Cl2N	19.49	3.69	3.47	2.4	2.5	306.2	1.207	253.8
DB01105	CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1	C17H26ClN	17.31	2.95	2.2	0.5	1.7	279.8	1.006	278.3
DB01106	C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1	C26H29FN2O2	18.92	5.94	6.24	4	4.5	420.5	1.135	370.5
DB01107	CCC1(CC)C(=O)NCC(C)C1=O	C10H17NO2	17.77	13.44	4.39	3.2	3.2	183.2	0.999	183.4
DB01108	[H][C@]12O[C@]11CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC(C#N)=C2O	C20H27NO3	18.4	8.33	9.46	5.5	7.5	329.4	1.149	286.8
DB01110	ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	C18H14Cl4N2O	20.71	6.53	3.91	1.4	3.6	416.1	1.384	300.7
DB01111	Error									
DB01112	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O	C16H16N4O8S	18.79	13.66	13.2	6.4	8.2	424.4	1.51	281.1
DB01113	COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1	C20H21NO4	19.87	5.76	6.24	0.1	4.6	339.4	1.178	288.1
DB01114	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	C16H19ClN2	18.77	4.81	3.92	0.1	4	274.8	1.1	249.8
DB01115	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	C17H18N2O6	18.5	5.63	7.39	1.2	7.4	346.3	1.229	281.8
DB01116	Error									
DB01117	OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O	C22H19ClO3	19.85	10.53	7.67	4.8	6.8	366.8	1.335	274.8
DB01118	CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1	C25H29I2NO3	19.93	4.88	4.82	0.5	2.8	645.3	1.577	409.3
DB01119	CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2	C8H7ClN2O2S	20.02	20.66	9.24	10.1	4.7	230.7	1.658	139.1
DB01120	[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	C15H21N3O3S	20.09	16.04	9.3	6.1	7	323.4	1.313	246.3
DB01121	NC(=O)NC(=O)CC1=CC=CC=C1	C9H10N2O2	19.82	17.31	13.22	10.1	8.9	178.2	1.258	141.6
DB01122	Error									
DB01123	NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1	C13H11N3	21.48	6.89	11.82	5.6	8.9	209.2	1.243	168.4
DB01124	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	C12H18N2O3S	18.96	16.45	9.91	6.8	6.3	270.4	1.213	222.9
DB01125	COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	C16H12O3	20.17	11.83	5.51	0.6	5	252.3	1.327	190.1
DB01126	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F	C27H30F6N2O2	17.83	8.04	3.58	3.5	1.6	528.5	1.315	401.8
DB01127	ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	C18H15Cl3N2O	20.47	6.55	3.99	0.7	3.7	381.7	1.324	288.3
DB01128	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F	C18H14F4N2O4S	19.27	16.24	8.23	7.8	6.6	430.4	1.475	291.7
DB01129	COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1	C18H21N3O3S	19.91	11.22	6.3	0.1	5	359.4	1.237	290.5
DB01130	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	C27H36O8	18.24	7.06	4.17	2.8	4.6	488.6	1.221	400.3
DB01131	CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1	C11H16ClN5	18.56	9.12	1.38	3.3	1.7	253.7	1.241	204.4
DB01132	CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1	C19H20N2O3S	19.41	5.48	7.31	2.5	6.1	356.4	1.239	287.6
DB01133	OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O	C7H9ClO6P2S	26.15	20.99	43.27	24.7	28.6	318.6	1.79	178
DB01135	Error									
DB01136	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2	C24H26N2O4	19.95	7.5	8.27	4.6	5.6	406.5	1.283	316.9
DB01137	C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1	C18H20FN3O4	21.02	14.09	12.14	6.3	9	361.4	1.463	246.9
DB01138	O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1	C23H20N2O3S	20.48	7.46	5.65	4	6.2	404.5	1.252	323.1
DB01139	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O	C17H17N3O6S2	20.85	11.59	12.69	5.7	10.6	423.5	1.476	286.9
DB01140	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O	C16H17N3O5S	20.29	10.79	15.62	7.2	10.3	363.4	1.419	256.1
DB01141	Error									
DB01142	[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12	C19H21NO	18.72	3.23	4.06	0.1	4.6	279.4	1.047	266.9
DB01143	NCCCNCCSP(O)(O)=O	C5H15N2O3PS	21.21	14.16	28.99	16.3	20.3	214.2	1.345	159.3
DB01144	NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O	C6H6Cl2N2O4S2	20.88	22.27	11.83	10.5	9.2	305.2	1.819	167.7
DB01145	OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1	C14H16N2O6S3	22.75	20.93	24.73	18.4	17.3	404.5	1.546	261.7
DB01146	CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1	C19H23NO	18.19	2.67	4.11	0.1	3.9	281.4	1.037	271.3
DB01147	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O	C19H18ClN3O5S	19.59	9.35	8.56	4.8	7.2	435.9	1.396	312.3
DB01148	CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1	C24H25NO4	19.22	6.56	5.68	0.2	5.4	391.4	1.22	321
DB01149	CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1	C25H32ClN5O2	19.5	7.88	5.81	4.5	3.7	470	1.212	387.7
DB01150	[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O	C18H19N3O5S	20.19	9.89	15.62	6.8	9.3	389.4	1.38	282.2
DB01151	CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12	C18H22N2	19.5	6.2	4.98	2.2	4.4	266.4	1.065	250
DB01153	ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl	C20H15Cl3N2OS	21.13	6.28	5.07	0.1	5.5	437.8	1.417	308.8
DB01154	CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	C12H18N2O2S	18.13	15.24	8.44	4.5	5.9	254.4	1.163	218.6
DB01155	CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O	C18H20FN5O4	19.77	17.34	9.58	6.3	6.8	389.4	1.481	262.8
DB01156	CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1	C13H18ClNO	17.75	4.86	2.85	2.5	2.1	239.7	1.061	225.9
DB01157	COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC	C19H23N5O3	20.75	7.1	10.89	6.1	4.4	369.4	1.263	292.4
DB01158	Error									
DB01159	FC(F)(F)C(Cl)Br	C2HBrClF3	15.73	5.7	3.45	2.7	2.4	197.4	1.883	104.8
DB01160	Error									
DB01161	CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1	C13H19ClN2O2	17.92	6.52	6.72	3.9	5	270.8	1.139	237.6
DB01162	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1	C19H25N5O4	19.51	14.55	10.97	3.8	6.9	387.4	1.336	290
DB01164	Error									
DB01165	CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1	C18H20FN3O4	21.02	14.09	12.14	6.3	9	361.4	1.463	246.9
DB01166	O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2	C20H28N5O2	19.06	16.33	6	4.6	2.9	370.5	1.205	307.5
DB01167	CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	C35H38Cl2N8O4	23.04	13.74	6.18	3.9	5.2	705.6	1.346	524.2
DB01168	CNNCC1=CC=C(C=C1)C(=O)NC(C)C	C12H19N3O	18.6	9.5	7.25	6	5.9	221.3	1.06	208.8
DB01169	Error									
DB01170	NC(N)=NCCN1CCCCCCC1	C10H22N4	17.47	6.2	5.82	2.2	5.8	198.3	1.012	196
DB01171	ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1	C13H17ClN2O2	19.55	10.79	8.35	4.3	6.6	268.7	1.243	216.3
DB01172	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C18H36N4O11	17.34	10.11	9.61	57.4	11.9	484.5	1.182	409.9
DB01173	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C	C18H23NO	17.87	2.51	3.5	0.1	3.9	269.4	1.01	266.7
DB01174	CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1	C12H12N2O3	19.22	10.74	8.49	5.9	5.6	232.2	1.243	186.8
DB01175	CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1	C20H21FN2O	18.68	5.84	3.46	0.1	3.5	324.4	1.146	282.9
DB01176	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	C18H22N2	18.56	2.09	4.64	0.1	4.2	266.4	1.031	258.4
DB01177	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O	C26H27NO9	20.66	13.08	7.53	3.9	8.1	497.5	1.358	366.4
DB01178	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O	C11H12ClNO3S	19.66	13.94	7.38	3.8	6.4	273.7	1.372	199.5
DB01179	[H][C@]12COC(=O)[C@]1([H])[C@@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	C22H22O8	19.43	4.02	8.32	7.4	4.3	414.4	1.266	327.4
DB01180	[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	C35H42N2O9	19.89	4.59	9.13	2.6	0.1	634.7	1.257	504.7
DB01181	ClCCNP1(=O)OCCCN1CCCl	C7H15Cl2N2O2P	19.74	16.47	9.69	4.4	7.6	261.1	1.357	192.3
DB01182	CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1	C21H27NO3	18.51	6.3	6.41	3.2	6.8	341.4	1.108	308.2
DB01183	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CCC2=O	C19H21NO4	20.23	7.78	9.7	6.3	6.4	327.4	1.322	247.5
DB01184	ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2	C22H24ClN5O2	20.43	8.22	8.68	3.8	4.4	425.9	1.38	308.6
DB01185	[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C20H29FO3	18.95	6.83	7.57	4.1	6.5	336.4	1.18	285.2
DB01186	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC	C19H26N2S	18.75	4.74	5.37	0.1	4.1	314.5	1.123	279.9
DB01187	CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I	C19H29IO2	17.61	2.53	3.81	0.7	3	416.3	1.254	331.9
DB01188	CC1=CC(=O)N(O)C(=C1)C1CCCCC1	C12H17NO2	17.95	2.1	12.08	7.4	9.2	207.3	1.115	185.9
DB01189	FC(F)OC(F)C(F)(F)F	C3H2F6O	13.98	5.72	3.42	2.2	2	168	1.445	116.3
DB01190	CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	C18H33ClN2O5S	18.11	8.9	8.23	5.1	6.2	425	1.126	377.4
DB01191	CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F	C12H16F3N	16.5	2.41	2.76	2.1	2.2	231.3	1.077	214.6
DB01192	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O	C17H19NO4	20.66	8.81	10.76	6.9	7.4	301.3	1.375	219.1
DB01193	CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1	C18H28N2O4	18.33	10.73	5.59	5.1	7	336.4	1.126	298.8
DB01194	CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O	C12H21N3O5S3	18.99	16.82	10.67	6.1	8.2	383.5	1.4	274
DB01195	FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1	C17H20F6N2O3	17.65	9.4	6.56	4.8	3.8	414.4	1.359	304.8
DB01196	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]	C23H31Cl2NO3	19.37	9.5	5.84	3.6	4.9	440.4	1.277	344.8
DB01197	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O	C9H15NO3S	17.45	11.61	11.42	9	8.7	217.3	1.263	172
DB01198	CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1	C17H17ClN6O3	20.94	12.51	7.36	1.9	8.2	388.8	1.425	272.8
DB01199	Error									
DB01200	[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C	C32H40BrN5O5	19.92	9.02	7.1	2.3	5	654.6	1.381	473.9
DB01201	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O	C47H64N4O12	20.06	3.26	3.45	0.2	0.4	877	1.138	770.7
DB01202	CC[C@H](N1CCCC1=O)C(N)=O	C8H14N2O2	18.19	13.34	10.48	6.4	7.3	170.2	1.134	150
DB01203	CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2	C17H27NO4	18.03	6.73	0.1	16.1	20.4	309.4	1.096	282.3
DB01204	OCCNCCNC1=C2C(=O)C3=C(O)C=CC(O)=C3C(=O)C2=C(NCCNCCO)C=C1	C22H28N4O6	19.98	12.54	12.81	15.8	9.6	444.5	1.412	314.7
DB01205	CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1	C15H14FN3O3	19.44	9.02	5.46	1.9	5.3	303.3	1.298	233.6
DB01206	ClCCN(N=O)C(=O)NC1CCCCC1	C9H16ClN3O2	18.61	11.94	5.45	4.6	5.6	233.7	1.259	185.7
DB01207	OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F	C18H17F3N2O3	17.48	6.14	2.12	3.2	3.3	366.3	1.258	291.2
DB01208	C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O	C19H22F2N4O3	20.1	15.37	11.8	7.9	7.8	392.4	1.473	266.3
DB01209	[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	C16H23NO	18.72	3.99	7.02	4.3	4.5	245.4	1.068	229.8
