Name	SMILES	Formula	ƒÂD	ƒÂP	ƒÂH	ƒÂHDon	ƒÂHAcc	MWt	Density	MVol
DB00578	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O	C17H18N2O6S	19.01	9.79	12.82	8.1	8.4	378.4	1.404	269.5
DB00579	OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1	C16H13ClN2O	20.66	7.99	7.07	6.6	5	284.7	1.38	206.3
DB00581	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	C12H22O11	17.07	10.89	14.26	11.5	19.7	342.3	1.193	286.9
DB00582	C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1	C16H14F3N5O	19.19	9.81	6.96	2.7	6.9	349.3	1.353	258.2
DB00583	Error									
DB00584	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	C20H28N2O5	17.22	7.53	7.82	6.3	6.7	376.4	1.185	317.7
DB00585	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O	C12H21N5O2S2	18.19	8.91	7.4	2.4	5.6	331.5	1.227	270.1
DB00586	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	C14H11Cl2NO2	20.62	6.6	9.97	9.1	6.1	296.1	1.393	212.6
DB00587	CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O	C23H28N2O3S	19.14	8.09	7.42	4.9	4.9	412.5	1.208	341.5
DB00588	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	C25H31F3O5S	19.05	6.45	4.53	4	4.9	500.6	1.293	387.1
DB00589	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC	C20H26N4O	19.46	7.37	6.28	2.4	4.9	338.4	1.195	283.3
DB00590	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1	C23H25N5O5	21.73	12.81	10.14	2.5	6.9	451.5	1.325	340.8
DB00591	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO	C24H30F2O6	18.51	7.97	6.63	5	5.8	452.5	1.314	344.5
DB00592	C1CNCCN1	C4H10N2	17.91	8.1	9.87	6.7	7.8	86.1	0.926	93.1
DB00593	CCC1(C)CC(=O)NC1=O	C7H11NO2	17.78	11.34	8.35	4.9	5.8	141.2	1.035	136.4
DB00594	NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1	C6H8ClN7O	20.76	14.21	12.16	5.6	9.6	229.6	1.499	153.2
DB00595	[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C	C22H24N2O9	19.34	16.84	9.6	6.1	13.9	460.4	1.425	323.1
DB00596	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	C22H27ClF2O4	19.05	9.19	5.64	2.4	5.8	428.9	1.33	322.5
DB00597	Error									
DB00598	CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1	C19H24N2O3	19.19	8.43	11.89	7.3	9.5	328.4	1.18	278.3
DB00599	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	C11H18N2O2S	18.09	16	8.88	4.8	6.3	242.3	1.164	208.3
DB00600	OC1=CC=C(OCC2=CC=CC=C2)C=C1	C13H12O2	19.66	5.58	9.41	6	6.6	200.2	1.145	174.9
DB00601	CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1	C16H20FN3O4	20.02	14.74	10.17	5.8	7.8	337.4	1.338	252.2
DB00602	Error									
DB00603	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C	C24H34O4	18.55	5.47	2.93	0.9	3	386.5	1.101	351.1
DB00604	CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC	C23H29ClFN3O4	19.62	8.5	8.35	5.3	4.1	465.9	1.252	372.1
DB00605	CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O	C20H17FO3S	19.84	8.82	9.26	4.8	7.8	356.4	1.293	275.7
DB00606	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2	C14H16ClN3O4S2	20.51	19.52	9.4	11.2	5.4	389.9	1.648	236.6
DB00607	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O	C21H22N2O5S	19.7	7.53	9.89	5.8	6.8	414.5	1.299	319
DB00608	CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1	C18H26ClN3	18.35	4.5	5.51	2.9	4.3	319.9	1.066	300.1
DB00609	CCC1=NC=CC(=C1)C(N)=S	C8H10N2S	19.26	13.85	10.44	1.9	9.6	166.3	1.175	141.5
DB00610	C[C@H](N)[C@H](O)C1=CC(O)=CC=C1	C9H13NO2	19.14	6.83	15.81	10.8	9.6	167.2	1.157	144.5
DB00611	[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1	C21H29NO2	19.64	4.9	8.7	5.9	5.7	327.5	1.219	268.6
DB00612	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1	C18H31NO4	17.05	5.45	5.91	2.4	6.8	325.4	1.032	315.3
DB00613	CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1	C20H22ClN3O	20.03	5.54	8.58	6.1	6	355.9	1.193	298.3
DB00614	[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O	C8H7N3O5	18.83	14.53	8.05	0.1	8.4	225.2	1.446	155.8
DB00615	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21	C46H62N4O11	19.07	6.13	2.76	1.9	2.5	847	1.195	708.8
DB00616	COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1	C29H41NO7	18.59	7.78	7.9	4.5	6.1	515.6	1.21	426
DB00617	CCC1(C)OC(=O)N(C)C1=O	C7H11NO3	18.18	9.64	5.25	1.2	5.3	157.2	1.06	148.2
DB00618	[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O	C21H21ClN2O8	19.92	16.91	14.42	8.5	13.6	464.8	1.365	340.5
DB00619	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1	C29H31N7O	21.93	8.14	6.79	0.9	5.9	493.6	1.23	401.1
DB00620	[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	C21H27FO6	19.24	10.5	9.67	4.2	10	394.4	1.306	302.1
DB00621	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C	C19H30O3	18.03	3.67	5.17	3.5	4.3	306.4	1.072	285.9
DB00622	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1	C26H29N3O6	18.53	4.05	6.34	0.5	6.3	479.5	1.191	402.5
DB00623	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	C22H26F3N3OS	19.36	6.77	8.9	4.7	7.2	437.5	1.291	338.9
DB00624	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C19H28O2	18.63	5.37	6.17	4	4.8	288.4	1.086	265.5
DB00625	FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1	C14H9ClF3NO2	18.36	8.88	5.57	5.5	3.4	315.7	1.509	209.1
DB00626	Error									
DB00627	OC(=O)C1=CN=CC=C1	C6H5NO2	19.79	9.75	10.97	8.7	8.4	123.1	1.298	94.9
DB00628	OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2	C16H11ClN2O3	20.09	10.01	8.01	10.2	5	314.7	1.448	217.3
DB00629	NC(N)=NN=CC1=C(Cl)C=CC=C1Cl	C8H8Cl2N4	19.22	9.73	4.45	0.1	5.1	231.1	1.409	164
DB00630	NCCCC(O)(P(O)(O)=O)P(O)(O)=O	C4H13NO7P2	24.21	22.35	47.25	36.2	33.7	249.1	1.758	141.7
DB00631	[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12	C10H11ClFN5O3	19.4	13.78	14.28	9.5	13.3	303.7	1.541	197.1
DB00632	CCCCCCCCCCCCCCCCCCCCCCO	C22H46O	15.96	2.24	6.12	5	4.8	326.6	0.839	389.2
DB00633	C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1	C13H16N2	18.86	6.13	5.35	0.1	3.8	200.3	1.04	192.5
DB00634	CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1	C8H10N2O3S	20.49	21.25	14.33	11.4	9.8	214.2	1.421	150.8
DB00635	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	C21H26O5	19.72	11.17	7.48	5.5	7	358.4	1.288	278.3
DB00636	CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1	C12H15ClO3	17.7	5.09	4.92	0.4	4.5	242.7	1.134	214.1
DB00637	COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1	C28H31FN4O	20.09	5.88	5.19	0.9	3.9	458.6	1.179	388.9
DB00638	Error									
DB00639	ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1	C19H17Cl3N2S	21.27	6.78	3.7	0.3	3.3	411.8	1.325	310.8
DB00640	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1	C10H13N5O4	19.26	13.98	16.87	9.9	15.1	267.3	1.405	190.3
DB00641	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC	C25H38O5	16.8	0.42	4.26	4	4.4	418.6	1.023	409.1
DB00642	[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O	C20H21N5O6	18.66	18.52	19.61	11.8	14.5	427.4	1.517	281.8
DB00643	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1	C16H13N3O3	20.79	11.36	4.74	2.2	5	295.3	1.374	214.9
DB00644	CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O	C55H75N17O13	21.39	25.39	8.31	69	2.6	1182.3	1.419	833.5
DB00645	CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1	C18H27NO2	18.2	5.76	4.98	0.2	4.6	289.4	1.031	280.6
DB00646	C[C@H]1OC(OC2CC(O)C(C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)C(O)=O)[C@@H](O)[C@@H](N)[C@@H]1O	C47H75NO17	18.89	0.13	0.1	80	1.8	926.1	1.052	880.3
DB00647	CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1	C22H29NO2	17.47	1.45	3.4	0.1	2.8	339.5	1.018	333.6
DB00648	ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl	C14H10Cl4	19.96	4.42	2.88	1.7	1.3	320	1.369	233.8
DB00649	CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O	C10H12N2O4	19.01	10.86	10.86	8.8	8.4	224.2	1.368	163.9
DB00650	[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2	C20H23N7O7	19.21	21.71	15.02	16.5	7.8	473.5	1.571	301.3
DB00651	CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O	C10H14N4O4	19.39	13.38	13.29	9.7	11.9	254.3	1.371	185.5
DB00652	C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C	C19H27NO	18.4	2.89	6.15	3.5	3.7	285.4	0.996	286.5
DB00653	Error									
DB00654	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1	C26H40O5	17.37	6.26	6.88	6.2	6.8	432.6	1.021	423.7
DB00655	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	C18H22O2	19.28	5.83	6.57	4.5	4.3	270.4	1.157	233.7
DB00656	ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1	C19H22ClN5O	20.07	8.13	5.6	5.4	3.6	371.9	1.302	285.7
DB00657	CNC1(C)C2CCC(C2)C1(C)C	C11H21N	16.58	2.05	2.41	1.4	1.7	167.3	0.877	190.8
DB00658	Error									
DB00659	CC(=O)NCCCS(O)(=O)=O	C5H11NO4S	18.97	20.94	20.8	15.6	14.4	181.2	1.359	133.3
DB00660	CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1	C12H15NO3	19.29	8.4	7.5	4.4	5.4	221.2	1.227	180.3
DB00661	COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1	C27H38N2O4	18.16	5.56	5.22	1	2.4	454.6	1.068	425.5
DB00662	COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1	C21H28N2O5	19.13	9.01	8.17	3.4	3	388.5	1.182	328.7
DB00663	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	C22H28F2O5	18.88	9.41	8.75	5.7	8.5	410.4	1.313	312.7
DB00664	COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1	C11H12N4O3S	21.02	17.02	12.72	7.6	8.3	280.3	1.443	194.3
DB00665	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F	C12H10F3N3O4	18.44	10.19	5.85	3.7	4	317.2	1.457	217.7
DB00666	Error									
DB00667	Error									
DB00668	CNC[C@H](O)C1=CC(O)=C(O)C=C1	C9H13NO3	19.53	7.96	17.31	11.3	12.6	183.2	1.223	149.8
DB00669	CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1	C14H21N3O2S	18.64	11.78	8.23	0.1	6.4	295.4	1.217	242.7
DB00670	CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1	C19H21N5O2	21.08	10.96	7.12	3.5	6.2	351.4	1.294	271.5
DB00671	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O	C16H15N5O7S2	19.19	12.49	16.41	5.2	9	453.5	1.568	289.2
DB00672	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1	C10H13ClN2O3S	19.61	18.1	9.69	7.4	7.5	276.7	1.369	202.1
DB00673	C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	C23H21F7N4O3	17.61	6.89	4.2	5	2.5	534.4	1.408	379.5
DB00674	[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3	C17H21NO3	19.31	4.51	8.62	4.7	6.1	287.3	1.207	238
DB00675	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	C26H29NO	18.41	2.89	3.6	0.1	3.4	371.5	1.046	355
DB00676	O=C(OCC1=CC=CC=C1)C1=CC=CC=C1	C14H12O2	18.7	5.13	3.9	0.1	3.8	212.2	1.123	189.1
DB00677	CC(C)OP(F)(=O)OC(C)C	C6H14FO3P	15.39	9.91	5.19	0.1	4.9	184.1	1.063	173.2
DB00678	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1	C22H23ClN6O	19.79	8.88	2.84	7	4.7	422.9	1.256	336.8
DB00679	CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1	C21H26N2S2	20.87	6.55	5.61	0.2	5	370.6	1.196	309.8
DB00680	CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1	C22H25N3O4S	20.35	9.74	6.68	4.3	6.2	427.5	1.337	319.8
DB00681	Error									
DB00682	CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2	C19H16O4	21.98	5.03	8.04	5.4	8	308.3	1.215	253.7
DB00683	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12	C18H13ClFN3	20.18	7.77	2.48	4.1	2.7	325.8	1.307	249.2
DB00684	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O	C18H37N5O9	17.65	9.23	9.18	30.6	10	467.5	1.177	397.2
DB00685	[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O	C20H15F3N4O3	20.5	16.19	10.56	6.6	8.1	416.4	1.583	263
DB00686	O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O	C10H18O21S4	19.13	15.48	34.35	29.4	21.4	602.5	1.815	331.9
DB00687	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C21H29FO5	19.25	9.98	9.4	4.9	9.1	380.4	1.269	299.9
DB00688	COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C	C23H31NO7	18.99	6.33	8.31	2	5	433.5	1.155	375.4
DB00689	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	C18H19N3O6S	19.51	9.17	12.41	4.4	9.6	405.4	1.415	286.6
DB00690	CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F	C21H23ClFN3O	18.59	6.22	3.8	3.9	3.5	387.9	1.198	323.7
DB00691	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O	C27H34N2O7	19.51	7.98	8.7	6	5.6	498.6	1.233	404.5
DB00692	CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1	C17H19N3O	19.62	7.01	9.14	9.8	5.3	281.4	1.189	236.7
DB00693	OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1	C20H12O5	21.51	6.92	9.24	6.7	5.9	332.3	1.378	241.1
DB00694	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O	C27H29NO10	20.72	12.6	7.77	4	6.8	527.5	1.379	382.7
DB00695	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O	C12H11ClN2O5S	20.41	13.95	12.77	10.6	7.8	330.7	1.611	205.3
DB00696	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O	C33H35N5O5	20.99	7.78	7.63	1.9	5.1	581.7	1.362	427
DB00697	ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1	C9H8ClN5S	21.19	12.95	9.7	7.4	5.7	253.7	1.67	151.9
DB00698	[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O	C8H6N4O5	19.48	16.84	10.88	0.1	10	238.2	1.46	163.1
DB00699	[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CC(Br)=CN=C1)CN2C)OC	C24H26BrN3O3	20.31	6.47	4.41	1.4	4.1	484.4	1.367	354.3
DB00700	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC	C24H30O6	19	4.8	3.84	3.1	4.2	414.5	1.26	329
DB00701	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1	C25H35N3O6S	18.95	11.54	9.01	6.2	6.7	505.6	1.261	400.9
DB00703	CN1N=C(SC1=NC(C)=O)S(N)(=O)=O	C5H8N4O3S2	19.46	20.01	6.91	4.3	5.9	236.3	1.545	153
DB00704	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	C20H23NO4	20.65	8.3	10.11	6.5	6.9	341.4	1.393	245
DB00705	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2	C22H28N6O3S	20.95	18.3	10.63	10.5	6.7	456.6	1.428	319.8
DB00706	CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O	C20H28N2O5S	18.98	10.1	7.71	4.2	4.2	408.5	1.221	334.5
DB00707	Error									
DB00708	CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	C22H30N2O2S	18.99	6.84	5.96	0.5	5.9	386.5	1.122	344.6
DB00709	NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1	C8H11N3O3S	19.63	10.72	9.85	7.1	8.8	229.3	1.383	165.8
DB00710	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O	C9H23NO7P2	21.78	16.9	39.26	25.2	25.1	319.2	1.379	231.5
DB00711	CCN(CC)C(=O)N1CCN(C)CC1	C10H21N3O	17.62	8.26	6.16	0.9	6	199.3	1.006	198
DB00712	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	C15H13FO2	18.78	4.51	8.2	6.3	5.7	244.3	1.186	205.9
DB00713	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O	C19H19N3O5S	18.94	9.02	8.95	4.8	7.1	401.4	1.302	308.4
DB00714	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23	C17H17NO2	20.35	4.01	10.29	8	5.6	267.3	1.221	218.9
DB00715	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1	C19H20FNO3	19.24	6.42	6.4	1.8	5.7	329.4	1.222	269.5
DB00716	CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O	C19H17NO7	19.7	13.59	12.6	8.9	9.4	371.3	1.495	248.4
DB00717	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	C20H26O2	18.69	6	5.96	4.7	3.3	298.4	1.107	269.6
DB00718	CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C	C20H32N5O8P	17.49	12.75	9.01	2	7.1	501.5	1.235	406.2
DB00719	CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2	C20H22N2	19.51	3.71	5.1	1.1	5.3	290.4	1.107	262.3
DB00720	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O	CH4Cl2O6P2	26.31	25.32	55.02	32.9	37.1	244.9	2.158	113.5
DB00721	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1	C13H20N2O2	17.58	6.65	6.97	4.9	5.2	236.3	1.049	225.2
DB00722	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O	C21H31N3O5	17.1	8.23	9.1	8.1	6.7	405.5	1.216	333.5
DB00723	COC1=CC(C(O)C(C)N)=C(OC)C=C1	C11H17NO3	18.71	6.88	11.1	5.5	7.9	211.3	1.146	184.4
DB00724	CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N	C14H16N4	19.39	7.04	7.06	3	6.2	240.3	1.131	212.4
DB00725	Error									
DB00726	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12	C20H26N2	18.89	5.88	4.3	0.3	4	294.4	1.038	283.7
DB00727	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	C3H5N3O9	17.24	13	11.24	0.1	9.5	227.1	1.614	140.7
DB00728	Error									
DB00729	Error									
DB00730	N1C2=CC=CC=C2N=C1C1=CSC=N1	C10H7N3S	21.15	9.32	8.42	2.6	6.4	201.3	1.29	156
